Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
3049	Spectrogram 1	1	9160.912500364	9162.486064457	0.000	8000.000	C
3050	Spectrogram 1	1	9164.453019573	9165.996322818	0.000	8000.000	Bm
3051	Spectrogram 1	1	9167.842234543	9169.128320580	0.000	8000.000	A
3052	Spectrogram 1	1	9170.444667466	9171.599152746	0.000	8000.000	A
3053	Spectrogram 1	1	9173.849012859	9175.605969720	0.000	8000.000	C
3054	Spectrogram 1	1	9177.450053764	9178.801489043	0.000	8000.000	Bm
3055	Spectrogram 1	1	9180.793877461	9181.722239249	0.000	8000.000	A
3056	Spectrogram 1	1	9183.079921034	9184.272031869	0.000	8000.000	A
3057	Spectrogram 1	1	9186.876305753	9188.792118787	0.000	8000.000	C
3058	Spectrogram 1	1	9190.341172843	9191.173346161	0.000	8000.000	Bm
3059	Spectrogram 1	1	9193.276475093	9194.421531065	0.000	8000.000	A
3060	Spectrogram 1	1	9195.712473352	9196.822306517	0.000	8000.000	A
3061	Spectrogram 1	1	9199.585861888	9201.408621814	0.000	8000.000	C
3062	Spectrogram 1	1	9202.627077106	9203.640815512	0.000	8000.000	Bm
3063	Spectrogram 1	1	9206.077722586	9207.559595320	0.000	8000.000	A
3064	Spectrogram 1	1	9210.183882130	9212.038276763	0.000	8000.000	C
3065	Spectrogram 1	1	9213.278893437	9214.504457779	0.000	8000.000	Bm
3066	Spectrogram 1	1	9217.288455790	9218.859799877	0.000	8000.000	D
3067	Spectrogram 1	1	9221.449322381	9223.219581986	0.000	8000.000	C
3068	Spectrogram 1	1	9223.976103184	9225.216797950	0.000	8000.000	Bm
3069	Spectrogram 1	1	9228.817838855	9230.678881003	0.000	8000.000	D
3070	Spectrogram 1	1	9233.145137967	9235.172614779	0.000	8000.000	C
3071	Spectrogram 1	1	9235.626527498	9236.413309544	0.000	8000.000	Bm
3072	Spectrogram 1	1	9237.684265158	9238.198699573	0.000	8000.000	Bm
3073	Spectrogram 1	1	9240.528784864	9242.404957436	0.000	8000.000	D
3074	Spectrogram 1	1	9244.755097796	9246.294907625	0.000	8000.000	C
3075	Spectrogram 1	1	9247.292084379	9248.109127273	0.000	8000.000	Bm
3076	Spectrogram 1	1	9249.183387375	9249.758343486	0.000	8000.000	Bm
3077	Spectrogram 1	1	9251.861472417	9253.778715975	0.000	8000.000	F
3078	Spectrogram 1	1	9256.264425793	9258.049815821	0.000	8000.000	C
3079	Spectrogram 1	1	9258.942510835	9259.668771186	0.000	8000.000	Bm
3080	Spectrogram 1	1	9262.488505376	9264.359457104	0.000	8000.000	F
3081	Spectrogram 1	1	9266.674155341	9268.747023424	0.000	8000.000	C
3082	Spectrogram 1	1	9269.170675296	9270.063370310	0.000	8000.000	Bm
3083	Spectrogram 1	1	9272.828297200	9274.931048257	0.000	8000.000	F
3084	Spectrogram 1	1	9276.984128029	9279.037207801	0.000	8000.000	C
3085	Spectrogram 1	1	9279.444233171	9280.109971826	0.000	8000.000	E
3086	Spectrogram 1	1	9280.185623946	9281.002666840	0.000	8000.000	E
3087	Spectrogram 1	1	9281.184231928	9281.910492278	0.000	8000.000	E
3088	Spectrogram 1	1	9282.061796518	9282.636752629	0.000	8000.000	E
3089	Spectrogram 1	1	9282.712404749	9283.514317219	0.000	8000.000	E
3090	Spectrogram 1	1	9284.270838418	9285.014319073	0.000	8000.000	E
3091	Spectrogram 1	1	9287.372573188	9289.248745760	0.000	8000.000	F
3092	Spectrogram 1	1	9291.321613844	9293.152395145	0.000	8000.000	C
3093	Spectrogram 1	1	9293.818133799	9294.423350758	0.000	8000.000	E
3094	Spectrogram 1	1	9295.376567468	9296.256585669	0.000	8000.000	E
3095	Spectrogram 1	1	9296.950131561	9297.763281308	0.000	8000.000	E
3096	Spectrogram 1	1	9298.508565230	9299.336205327	0.000	8000.000	E
3097	Spectrogram 1	1	9301.277432816	9303.227122637	0.000	8000.000	F
3098	Spectrogram 1	1	9305.396102074	9307.068368662	0.000	8000.000	C
3099	Spectrogram 1	1	9308.010471483	9308.570297170	0.000	8000.000	E
3100	Spectrogram 1	1	9309.629426848	9310.491861014	0.000	8000.000	E
3101	Spectrogram 1	1	9311.596379820	9312.383161867	0.000	8000.000	E
3102	Spectrogram 1	1	9313.185074337	9314.274464863	0.000	8000.000	E
3103	Spectrogram 1	1	9316.619680578	9318.667392983	0.000	8000.000	F
3104	Spectrogram 1	1	9322.988794761	9323.998777552	0.000	8000.000	H
3105	Spectrogram 1	1	9325.062457154	9326.212369375	0.000	8000.000	H
3106	Spectrogram 1	1	9328.315498307	9330.025560108	0.000	8000.000	F
3107	Spectrogram 1	1	9333.172364402	9334.428189591	0.000	8000.000	G
3108	Spectrogram 1	1	9335.124189094	9337.302970145	0.000	8000.000	H
3109	Spectrogram 1	1	9339.587662021	9341.565554521	0.000	8000.000	F
3110	Spectrogram 1	1	9344.529274515	9346.048353057	0.000	8000.000	G
3111	Spectrogram 1	1	9346.759482983	9348.333047076	0.000	8000.000	H
3112	Spectrogram 1	1	9350.708523639	9352.581241354	0.000	8000.000	F
3113	Spectrogram 1	1	9355.035824895	9357.577736122	0.000	8000.000	G2
3114	Spectrogram 1	1	9358.712517920	9361.965559073	0.000	8000.000	G2
3115	Spectrogram 1	1	9363.508917912	9364.144340125	0.000	8000.000	I
3116	Spectrogram 1	1	9365.854075890	9366.353379881	0.000	8000.000	I
3117	Spectrogram 1	1	9368.320334997	9371.207967057	0.000	8000.000	G2
3118	Spectrogram 1	1	9372.314766925	9375.049213082	0.000	8000.000	G2
3119	Spectrogram 1	1	9376.536155213	9377.005198356	0.000	8000.000	I
3120	Spectrogram 1	1	9377.232154715	9377.716328282	0.000	8000.000	I
3121	Spectrogram 1	1	9378.639284144	9379.123457711	0.000	8000.000	I
3122	Spectrogram 1	1	9379.456327039	9380.122065694	0.000	8000.000	I
3123	Spectrogram 1	1	9380.621369685	9381.226586643	0.000	8000.000	I
3124	Spectrogram 1	1	9382.769889888	9384.933798759	0.000	8000.000	G2
3125	Spectrogram 1	1	9386.310409097	9388.609473835	0.000	8000.000	G2
3126	Spectrogram 1	1	9389.941710850	9390.410753993	0.000	8000.000	I
3127	Spectrogram 1	1	9390.758751601	9391.121881776	0.000	8000.000	I
3128	Spectrogram 1	1	9392.029707214	9392.468489509	0.000	8000.000	I
3129	Spectrogram 1	1	9392.755967565	9393.209880284	0.000	8000.000	I
3130	Spectrogram 1	1	9393.951271059	9394.465705474	0.000	8000.000	I
3131	Spectrogram 1	1	9394.662400985	9395.176835400	0.000	8000.000	I
3132	Spectrogram 1	1	9395.782052359	9396.251095502	0.000	8000.000	I
3133	Spectrogram 1	1	9396.629356101	9397.037877548	0.000	8000.000	I
3134	Spectrogram 1	1	9398.081876802	9398.520659097	0.000	8000.000	I
3135	Spectrogram 1	1	9398.808137153	9399.322571568	0.000	8000.000	I
3136	Spectrogram 1	1	9401.192867426	9402.683005970	0.000	8000.000	G2
3137	Spectrogram 1	1	9404.693872077	9406.494392530	0.000	8000.000	G2
3138	Spectrogram 1	1	9407.553522208	9408.037695775	0.000	8000.000	I2
3139	Spectrogram 1	1	9408.310043406	9408.597521462	0.000	8000.000	I2
3140	Spectrogram 1	1	9409.505346900	9409.944129195	0.000	8000.000	I2
3141	Spectrogram 1	1	9410.322389794	9410.670389545	0.000	8000.000	I2
3142	Spectrogram 1	1	9411.033519721	9411.472302016	0.000	8000.000	I2
3143	Spectrogram 1	1	9411.835432191	9412.198562366	0.000	8000.000	I2
3144	Spectrogram 1	1	9412.864301021	9413.333344164	0.000	8000.000	I2
3145	Spectrogram 1	1	9413.605691796	9414.074734939	0.000	8000.000	I2
3146	Spectrogram 1	1	9414.301691298	9414.800995289	0.000	8000.000	I2
3147	Spectrogram 1	1	9415.406212248	9415.799603271	0.000	8000.000	I2
3148	Spectrogram 1	1	9416.117340031	9416.465339782	0.000	8000.000	I2
3149	Spectrogram 1	1	9416.904122077	9417.342904373	0.000	8000.000	I2
3150	Spectrogram 1	1	9417.660643276	9418.023773451	0.000	8000.000	I2
3151	Spectrogram 1	1	9418.220468963	9418.613859986	0.000	8000.000	I2
3152	Spectrogram 1	1	9420.308467471	9421.806379444	0.000	8000.000	G2
3153	Spectrogram 1	1	9424.166725583	9425.316637805	0.000	8000.000	G2
3154	Spectrogram 1	1	9426.678375962	9427.177679953	0.000	8000.000	I2
3155	Spectrogram 1	1	9427.450027585	9427.903940304	0.000	8000.000	I2
3156	Spectrogram 1	1	9428.690722350	9429.129504645	0.000	8000.000	I2
3157	Spectrogram 1	1	9429.462373973	9429.795243300	0.000	8000.000	I2
3158	Spectrogram 1	1	9430.566894922	9431.051068489	0.000	8000.000	I2
3159	Spectrogram 1	1	9431.414198665	9431.807589688	0.000	8000.000	I2
3160	Spectrogram 1	1	9432.125328591	9432.639763006	0.000	8000.000	I2
3161	Spectrogram 1	1	9433.350892933	9433.744283956	0.000	8000.000	I2
3162	Spectrogram 1	1	9434.288979219	9434.727761514	0.000	8000.000	I2
3163	Spectrogram 1	1	9435.363239321	9435.741499920	0.000	8000.000	I2
3164	Spectrogram 1	1	9436.603934086	9437.072977230	0.000	8000.000	I2
3165	Spectrogram 1	1	9437.299933589	9437.647933340	0.000	8000.000	I2
3166	Spectrogram 1	1	9439.282019129	9439.841844816	0.000	8000.000	I2
3167	Spectrogram 1	1	9442.035754148	9442.414014747	0.000	8000.000	I2
3168	Spectrogram 1	1	9444.486882831	9444.895404278	0.000	8000.000	I2
3169	Spectrogram 1	1	9538.461939678	9539.642112748	0.000	8000.000	?
3170	Spectrogram 1	1	9553.123318362	9554.651491183	0.000	8000.000	?
3171	Spectrogram 1	1	9573.488866882	9575.591995814	0.000	8000.000	?
3172	Spectrogram 1	1	9585.653727754	9587.575291598	0.000	8000.000	?
3173	Spectrogram 1	1	9592.311114301	9593.082765923	0.000	8000.000	?
3174	Spectrogram 1	1	9595.004329767	9595.427981638	0.000	8000.000	?
3175	Spectrogram 1	1	9598.541594624	9600.528446017	0.000	8000.000	C
3176	Spectrogram 1	1	9609.695969299	9611.193881272	0.000	8000.000	?
3177	Spectrogram 1	1	9616.323094997	9618.214397994	0.000	8000.000	A
3178	Spectrogram 1	1	9620.499092013	9622.284482042	0.000	8000.000	?
3179	Spectrogram 1	1	9622.738394761	9625.053349628	0.000	8000.000	Bm
3180	Spectrogram 1	1	9627.564997864	9629.320127044	0.000	8000.000	?
3181	Spectrogram 1	1	9632.376472686	9633.163254732	0.000	8000.000	?
3182	Spectrogram 1	1	9639.366728560	9641.999422331	0.000	8000.000	?
3183	Spectrogram 1	1	9643.830203631	9645.736637052	0.000	8000.000	?
3184	Spectrogram 1	1	9646.795766729	9647.279940296	0.000	8000.000	Bm
3185	Spectrogram 1	1	9651.713152376	9652.797054290	0.000	8000.000	?
3186	Spectrogram 1	1	9656.009130708	9658.227781429	0.000	8000.000	C
3187	Spectrogram 1	1	9663.696448160	9664.574012751	0.000	8000.000	?
3188	Spectrogram 1	1	9668.038879840	9670.187400044	0.000	8000.000	C
3189	Spectrogram 1	1	9671.019573362	9671.624790321	0.000	8000.000	Bm
3190	Spectrogram 1	1	9677.117132078	9678.796609139	0.000	8000.000	?
3191	Spectrogram 1	1	9680.388627414	9682.094008192	0.000	8000.000	C
3192	Spectrogram 1	1	9683.184432090	9683.895562017	0.000	8000.000	Bm
3193	Spectrogram 1	1	9691.475904426	9693.836250565	0.000	8000.000	?
3194	Spectrogram 1	1	9694.350684980	9695.152597451	0.000	8000.000	Bm
3195	Spectrogram 1	1	9698.708247083	9700.629810928	0.000	8000.000	?
3196	Spectrogram 1	1	9702.964673534	9704.951524926	0.000	8000.000	C
3197	Spectrogram 1	1	9705.774152934	9706.349109045	0.000	8000.000	Bm
3198	Spectrogram 1	1	9709.783715286	9711.917105066	0.000	8000.000	?
3199	Spectrogram 1	1	9714.186668661	9715.895764679	0.000	8000.000	C
3200	Spectrogram 1	1	9716.789888181	9717.712057446	0.000	8000.000	Bm
3201	Spectrogram 1	1	9720.798663936	9722.765619052	0.000	8000.000	?
3202	Spectrogram 1	1	9725.080573920	9727.244224547	0.000	8000.000	C
3203	Spectrogram 1	1	9727.866584693	9728.578539775	0.000	8000.000	Bm
3204	Spectrogram 1	1	9736.110650850	9738.032607993	0.000	8000.000	C
3205	Spectrogram 1	1	9738.773605469	9739.590648363	0.000	8000.000	Bm
3206	Spectrogram 1	1	9742.752906973	9744.523166578	0.000	8000.000	?
3207	Spectrogram 1	1	9746.822991021	9748.835337409	0.000	8000.000	C
3208	Spectrogram 1	1	9749.606989031	9750.151684294	0.000	8000.000	E
3209	Spectrogram 1	1	9751.558813724	9752.118639411	0.000	8000.000	E
3210	Spectrogram 1	1	9753.223160360	9754.236898766	0.000	8000.000	E
3211	Spectrogram 1	1	9755.795330292	9756.249243011	0.000	8000.000	E
3212	Spectrogram 1	1	9758.322111095	9760.424877108	0.000	8000.000	F
3213	Spectrogram 1	1	9762.195499631	9764.117063475	0.000	8000.000	C
3214	Spectrogram 1	1	9765.130801881	9765.796540536	0.000	8000.000	E
3215	Spectrogram 1	1	9767.143148269	9767.687843532	0.000	8000.000	E
3216	Spectrogram 1	1	9769.019320841	9769.685059496	0.000	8000.000	E
3217	Spectrogram 1	1	9770.668537054	9771.440188677	0.000	8000.000	E
3218	Spectrogram 1	1	9772.378274963	9773.157283113	0.000	8000.000	E
3219	Spectrogram 1	1	9774.814273222	9777.053575970	0.000	8000.000	F
3220	Spectrogram 1	1	9778.854096422	9780.475519075	0.000	8000.000	C
3221	Spectrogram 1	1	9781.616692224	9782.243309248	0.000	8000.000	E
3222	Spectrogram 1	1	9783.726090797	9784.316177332	0.000	8000.000	E
3223	Spectrogram 1	1	9785.496350401	9786.328523720	0.000	8000.000	E
3224	Spectrogram 1	1	9787.281740430	9788.129044172	0.000	8000.000	E
3225	Spectrogram 1	1	9789.218434698	9789.929564624	0.000	8000.000	E
3226	Spectrogram 1	1	9791.881389317	9793.560866377	0.000	8000.000	F
3227	Spectrogram 1	1	9795.906082093	9796.832662470	0.000	8000.000	C
3228	Spectrogram 1	1	9798.311819504	9798.886775615	0.000	8000.000	E
3229	Spectrogram 1	1	9800.263644196	9800.959643699	0.000	8000.000	E
3230	Spectrogram 1	1	9802.154947192	9802.926598815	0.000	8000.000	E
3231	Spectrogram 1	1	9804.015989341	9804.727119267	0.000	8000.000	E
3232	Spectrogram 1	1	9805.604683857	9806.361205056	0.000	8000.000	E
3233	Spectrogram 1	1	9808.116332093	9810.098417633	0.000	8000.000	F
3234	Spectrogram 1	1	9812.223848902	9813.896154049	0.000	8000.000	C
3235	Spectrogram 1	1	9814.622414400	9815.363805174	0.000	8000.000	E
3236	Spectrogram 1	1	9816.725543332	9817.451803682	0.000	8000.000	E
3237	Spectrogram 1	1	9818.737889720	9819.554932614	0.000	8000.000	E
3238	Spectrogram 1	1	9820.538410172	9821.370583491	0.000	8000.000	E
3239	Spectrogram 1	1	9822.233017657	9823.004669279	0.000	8000.000	E
3240	Spectrogram 1	1	9824.774928884	9826.862927392	0.000	8000.000	F
3241	Spectrogram 1	1	9832.975616532	9834.186050450	0.000	8000.000	?
3242	Spectrogram 1	1	9836.228657686	9837.836006889	0.000	8000.000	F
3243	Spectrogram 1	1	9842.976826776	9846.441693865	0.000	8000.000	?
3244	Spectrogram 1	1	9848.377863736	9850.149472894	0.000	8000.000	F
3245	Spectrogram 1	1	9856.185686902	9858.485511345	0.000	8000.000	H
3246	Spectrogram 1	1	9860.133401140	9862.296248675	0.000	8000.000	F
3247	Spectrogram 1	1	9867.639415704	9869.500457852	0.000	8000.000	H
3248	Spectrogram 1	1	9871.601336029	9873.555073231	0.000	8000.000	F
3249	Spectrogram 1	1	9876.974887293	9879.002364105	0.000	8000.000	G
3250	Spectrogram 1	1	9879.380624705	9880.954188797	0.000	8000.000	H
3251	Spectrogram 1	1	9882.856411610	9884.826705907	0.000	8000.000	F
3252	Spectrogram 1	1	9888.004964224	9889.971919340	0.000	8000.000	G
3253	Spectrogram 1	1	9890.365310363	9891.999396152	0.000	8000.000	?
3254	Spectrogram 1	1	9893.950565347	9895.937416739	0.000	8000.000	F
3255	Spectrogram 1	1	9899.050173722	9901.304606893	0.000	8000.000	?
3256	Spectrogram 1	1	9904.663005770	9906.997556156	0.000	8000.000	F
3257	Spectrogram 1	1	9909.626337933	9912.637292303	0.000	8000.000	G2
3258	Spectrogram 1	1	9914.589116996	9917.655310523	0.000	8000.000	G2
3259	Spectrogram 1	1	9919.158505035	9919.672939450	0.000	8000.000	I
3260	Spectrogram 1	1	9921.291894814	9921.791198805	0.000	8000.000	I
3261	Spectrogram 1	1	9924.708632965	9926.380899554	0.000	8000.000	G2
3262	Spectrogram 1	1	9928.221628993	9930.281186622	0.000	8000.000	G2
3263	Spectrogram 1	1	9931.716756930	9932.170669649	0.000	8000.000	I
3264	Spectrogram 1	1	9933.956059677	9934.409972396	0.000	8000.000	I
3265	Spectrogram 1	1	9936.013797337	9936.422318784	0.000	8000.000	I
3266	Spectrogram 1	1	9938.071532853	9940.144400937	0.000	8000.000	G2
3267	Spectrogram 1	1	9941.566660791	9943.760572266	0.000	8000.000	G2
3268	Spectrogram 1	1	9945.319005935	9945.682136110	0.000	8000.000	I
3269	Spectrogram 1	1	9946.030135862	9946.468918157	0.000	8000.000	I
3270	Spectrogram 1	1	9947.603699955	9948.057612674	0.000	8000.000	I
3271	Spectrogram 1	1	9949.389089983	9949.827872278	0.000	8000.000	I
3272	Spectrogram 1	1	9950.054828638	9950.433089237	0.000	8000.000	I2
3273	Spectrogram 1	1	9951.552740611	9952.006653330	0.000	8000.000	I
3274	Spectrogram 1	1	9952.309261809	9952.672391985	0.000	8000.000	I2
3275	Spectrogram 1	1	9954.200564806	9954.533434133	0.000	8000.000	I
3276	Spectrogram 1	1	9954.820912188	9955.229433636	0.000	8000.000	I2
3277	Spectrogram 1	1	9956.757606456	9958.146773636	0.000	8000.000	G2
3278	Spectrogram 1	1	9960.509951601	9961.917081030	0.000	8000.000	G2
3279	Spectrogram 1	1	9963.384730012	9963.747860187	0.000	8000.000	I2
3280	Spectrogram 1	1	9965.805597847	9966.123336750	0.000	8000.000	I2
3281	Spectrogram 1	1	9966.471336502	9966.834466677	0.000	8000.000	I2
3282	Spectrogram 1	1	9967.182466428	9967.454814060	0.000	8000.000	I2
3283	Spectrogram 1	1	9968.468552466	9968.756030521	0.000	8000.000	I2
3284	Spectrogram 1	1	9969.073769424	9969.436899600	0.000	8000.000	I2
3285	Spectrogram 1	1	9969.739508079	9970.057246983	0.000	8000.000	I2
3286	Spectrogram 1	1	9970.405246734	9970.753246485	0.000	8000.000	I2
3287	Spectrogram 1	1	9971.192028780	9971.479506836	0.000	8000.000	I2
3288	Spectrogram 1	1	9973.174114320	9973.522114072	0.000	8000.000	I2
3289	Spectrogram 1	1	9974.898982653	9975.337764948	0.000	8000.000	I2
3290	Spectrogram 1	1	9977.667850239	9978.136893383	0.000	8000.000	I2
3291	Spectrogram 1	1	9980.043326803	9980.542630794	0.000	8000.000	I2
3292	Spectrogram 1	1	9981.858977679	9983.039150749	0.000	8000.000	P
3293	Spectrogram 1	1	9984.310106362	9985.898800879	0.000	8000.000	P
3294	Spectrogram 1	1	9986.776365469	9991.149055853	0.000	8000.000	P
3295	Spectrogram 1	1	9992.359489771	9993.509401993	0.000	8000.000	I3
3296	Spectrogram 1	1	9995.385574565	9996.384182547	0.000	8000.000	I3
3297	Spectrogram 1	1	9998.063659607	9998.941224198	0.000	8000.000	I3
3298	Spectrogram 1	1	10000.575309987	10001.316700761	0.000	8000.000	I3
3299	Spectrogram 1	1	10002.844873582	10003.540873085	0.000	8000.000	I3
3300	Spectrogram 1	1	10005.053915482	10005.719654136	0.000	8000.000	I3
3301	Spectrogram 1	1	10006.718262118	10007.913565612	0.000	8000.000	P
3302	Spectrogram 1	1	10009.078608258	10010.894259134	0.000	8000.000	P
3303	Spectrogram 1	1	10012.255997291	10014.011126472	0.000	8000.000	P
3304	Spectrogram 1	1	10015.826775205	10016.522774707	0.000	8000.000	I3
3305	Spectrogram 1	1	10018.217382192	10019.200859750	0.000	8000.000	I3
3306	Spectrogram 1	1	10020.955988931	10021.878944793	0.000	8000.000	I3
3307	Spectrogram 1	1	10023.997204149	10024.859638315	0.000	8000.000	I3
3308	Spectrogram 1	1	10026.917375975	10027.704158021	0.000	8000.000	I3
3309	Spectrogram 1	1	10029.429026354	10030.261199672	0.000	8000.000	I3
3310	Spectrogram 1	1	10031.047981719	10034.936500679	0.000	8000.000	I4
3311	Spectrogram 1	1	10036.752151555	10038.598063280	0.000	8000.000	I3
3312	Spectrogram 1	1	10039.460497446	10040.595279244	0.000	8000.000	I3
3313	Spectrogram 1	1	10042.819449424	10043.969361645	0.000	8000.000	A
3314	Spectrogram 1	1	10046.995446439	10048.205880357	0.000	8000.000	Bd
3315	Spectrogram 1	1	10050.036661657	10051.443791087	0.000	8000.000	Bd
3316	Spectrogram 1	1	10053.017355179	10054.318571641	0.000	8000.000	Bm
3317	Spectrogram 1	1	10055.453353439	10061.172653699	0.000	8000.000	I4
3318	Spectrogram 1	1	10063.154739239	10064.471086125	0.000	8000.000	A
3319	Spectrogram 1	1	10067.488587758	10068.564798929	0.000	8000.000	Bd
3320	Spectrogram 1	1	10070.992296712	10072.384295718	0.000	8000.000	Bd
3321	Spectrogram 1	1	10074.227325396	10075.353207852	0.000	8000.000	A
3322	Spectrogram 1	1	10079.091523208	10080.349862423	0.000	8000.000	B
3323	Spectrogram 1	1	10081.946723667	10083.686722423	0.000	8000.000	Bm
3324	Spectrogram 1	1	10085.154373548	10086.531242130	0.000	8000.000	A
3325	Spectrogram 1	1	10087.800555144	10089.323807878	0.000	8000.000	A
3326	Spectrogram 1	1	10091.426558935	10093.297510662	0.000	8000.000	C
3327	Spectrogram 1	1	10095.443059704	10096.955500586	0.000	8000.000	Bm
3328	Spectrogram 1	1	10098.665840010	10099.861143504	0.000	8000.000	A
3329	Spectrogram 1	1	10101.260345269	10102.270328060	0.000	8000.000	A
3330	Spectrogram 1	1	10104.687748750	10106.881660226	0.000	8000.000	C
3331	Spectrogram 1	1	10108.515746014	10110.210353499	0.000	8000.000	Bm
3332	Spectrogram 1	1	10111.783917592	10113.216858198	0.000	8000.000	A
3333	Spectrogram 1	1	10114.567915602	10115.700422438	0.000	8000.000	A
3334	Spectrogram 1	1	10118.063041396	10119.674125223	0.000	8000.000	C
3335	Spectrogram 1	1	10121.511962761	10123.222515970	0.000	8000.000	Bm
3336	Spectrogram 1	1	10124.901993030	10126.203209492	0.000	8000.000	A
3337	Spectrogram 1	1	10127.322035710	10128.762502969	0.000	8000.000	A
3338	Spectrogram 1	1	10130.898368216	10132.603748994	0.000	8000.000	C
3339	Spectrogram 1	1	10134.403899284	10135.962332952	0.000	8000.000	Bm
3340	Spectrogram 1	1	10138.001361943	10139.226586968	0.000	8000.000	A
3341	Spectrogram 1	1	10140.471199296	10141.660479924	0.000	8000.000	A
3342	Spectrogram 1	1	10143.588066633	10145.358326238	0.000	8000.000	C
3343	Spectrogram 1	1	10146.931888187	10148.384408888	0.000	8000.000	Bm
3344	Spectrogram 1	1	10149.322495174	10149.912581709	0.000	8000.000	Bm
3345	Spectrogram 1	1	10151.471015378	10153.559013886	0.000	8000.000	D
3346	Spectrogram 1	1	10156.212176745	10158.016900093	0.000	8000.000	C
3347	Spectrogram 1	1	10163.802310914	10165.739005182	0.000	8000.000	D
3348	Spectrogram 1	1	10167.963177505	10169.945263046	0.000	8000.000	C
3349	Spectrogram 1	1	10175.921778370	10177.797950942	0.000	8000.000	D
3350	Spectrogram 1	1	10180.279340473	10182.019339230	0.000	8000.000	C
3351	Spectrogram 1	1	10187.708378643	10189.735855455	0.000	8000.000	D
3352	Spectrogram 1	1	10191.944897354	10193.851330775	0.000	8000.000	?
3353	Spectrogram 1	1	10194.592719406	10195.167675516	0.000	8000.000	Bm
3354	Spectrogram 1	1	10200.009411187	10201.991496727	0.000	8000.000	?
3355	Spectrogram 1	1	10204.200538627	10205.454312495	0.000	8000.000	C
3356	Spectrogram 1	1	10206.742449853	10207.302275540	0.000	8000.000	E
3357	Spectrogram 1	1	10208.361405218	10209.117926417	0.000	8000.000	E
3358	Spectrogram 1	1	10210.358621182	10211.009229413	0.000	8000.000	E
3359	Spectrogram 1	1	10212.204532907	10212.809749865	0.000	8000.000	E
3360	Spectrogram 1	1	10213.823488271	10214.398444382	0.000	8000.000	E
3361	Spectrogram 1	1	10217.018167015	10217.829464666	0.000	8000.000	?
3362	Spectrogram 1	1	10222.689914574	10223.280001109	0.000	8000.000	E
3363	Spectrogram 1	1	10224.611478418	10225.186434529	0.000	8000.000	E
3364	Spectrogram 1	1	10226.230433783	10226.759998622	0.000	8000.000	E
3365	Spectrogram 1	1	10227.834258724	10228.363823563	0.000	8000.000	E
3366	Spectrogram 1	1	10229.044692642	10229.619648753	0.000	8000.000	E
3367	Spectrogram 1	1	10230.436691647	10231.102430302	0.000	8000.000	E
3368	Spectrogram 1	1	10233.069385418	10234.612688663	0.000	8000.000	?
3369	Spectrogram 1	1	10237.018426074	10238.138077448	0.000	8000.000	C
3370	Spectrogram 1	1	10239.439293909	10239.953728324	0.000	8000.000	E
3371	Spectrogram 1	1	10241.270075210	10241.678596657	0.000	8000.000	E
3372	Spectrogram 1	1	10244.402072971	10244.916507386	0.000	8000.000	E
3373	Spectrogram 1	1	10245.899984944	10246.520332327	0.000	8000.000	E
3374	Spectrogram 1	1	10248.956328443	10250.393718720	0.000	8000.000	?
3375	Spectrogram 1	1	10255.295976086	10255.946584317	0.000	8000.000	E
3376	Spectrogram 1	1	10257.172148658	10257.898409009	0.000	8000.000	E
3377	Spectrogram 1	1	10258.806234447	10259.547625222	0.000	8000.000	E
3378	Spectrogram 1	1	10260.440320236	10261.030406771	0.000	8000.000	E
3379	Spectrogram 1	1	10262.104666873	10262.800666375	0.000	8000.000	E
3380	Spectrogram 1	1	10265.872142441	10267.733184590	0.000	8000.000	?
3381	Spectrogram 1	1	10280.578912396	10282.076824370	0.000	8000.000	?
3382	Spectrogram 1	1	10294.983076016	10296.556640109	0.000	8000.000	?
3383	Spectrogram 1	1	10306.179587610	10308.116281878	0.000	8000.000	G2
3384	Spectrogram 1	1	10319.146360953	10319.524621552	0.000	8000.000	I
3385	Spectrogram 1	1	10322.944097369	10324.457139766	0.000	8000.000	G2
3386	Spectrogram 1	1	10331.507915192	10332.022349607	0.000	8000.000	I
3387	Spectrogram 1	1	10333.807739636	10334.307043627	0.000	8000.000	I
3388	Spectrogram 1	1	10337.136432909	10338.467910219	0.000	8000.000	G2
3389	Spectrogram 1	1	10341.781473068	10343.218863345	0.000	8000.000	G2
3390	Spectrogram 1	1	10355.519895889	10357.350677190	0.000	8000.000	G2
3391	Spectrogram 1	1	10358.969632554	10359.393284426	0.000	8000.000	I2
3392	Spectrogram 1	1	10361.269456998	10361.647717597	0.000	8000.000	I2
3393	Spectrogram 1	1	10363.523890169	10364.098846280	0.000	8000.000	I2
3394	Spectrogram 1	1	10365.884236309	10366.338149028	0.000	8000.000	I2
3395	Spectrogram 1	1	10366.549974963	10367.019018107	0.000	8000.000	I2
3396	Spectrogram 1	1	10367.215713618	10367.654495913	0.000	8000.000	I2
3397	Spectrogram 1	1	10368.274843296	10368.910321103	0.000	8000.000	I2
3398	Spectrogram 1	1	10369.182668734	10369.621451029	0.000	8000.000	I2
3399	Spectrogram 1	1	10369.878668237	10370.423363500	0.000	8000.000	I2
3400	Spectrogram 1	1	10370.559537315	10371.028580459	0.000	8000.000	I2
3401	Spectrogram 1	1	10371.285797666	10371.664058265	0.000	8000.000	I2
